SYCTOM_r_0_7_1_7_3_1.occ,1106148
SYCTOM_r_0_7_1_7_3_2.occ,68788
SYCTOM_r_0_7_1_7_3_3.occ,690548
SYCTOM_r_0_7_1_7_3_4.occ,1888
SYCTOM_r_0_7_1_7_3_5.occ,2203828
SYCTOM_r_0_7_1_7_3_7.occ,1043468
SYCTOM_r_0_7_1_7_3.occ,1169868
SYCTOM_r_0_7_1_7_4.occ,578888
SYCTOM_r_0_7_1_7_6.occ,413328
SYCTOM_r_0_7_1_7_7.occ,1978568
SYCTOM_r_0_7_1_7.occ,1809608
SYCTOM_r_0_7_1.occ,1688428
SYCTOM_r_0_7_2.occ,2022348
SYCTOM_r_0_7_3_0.occ,787368
SYCTOM_r_0_7_3_1_2.occ,2228
SYCTOM_r_0_7_3_1_3.occ,448
SYCTOM_r_0_7_3_1_4.occ,36088
SYCTOM_r_0_7_3_1_5_0.occ,56928
SYCTOM_r_0_7_3_1_5_1_4.occ,339408
SYCTOM_r_0_7_3_1_5_1_5.occ,1675588
SYCTOM_r_0_7_3_1_5_1_6.occ,365188
SYCTOM_r_0_7_3_1_5_1_7.occ,1429528
SYCTOM_r_0_7_3_1_5_1.occ,1162408
SYCTOM_r_0_7_3_1_5_2.occ,761748
SYCTOM_r_0_7_3_1_5_3_0.occ,285308
SYCTOM_r_0_7_3_1_5_3_1.occ,1272728
SYCTOM_r_0_7_3_1_5_3_2.occ,2036208
SYCTOM_r_0_7_3_1_5_3_3_4.occ,361488
SYCTOM_r_0_7_3_1_5_3_3_5.occ,276528
SYCTOM_r_0_7_3_1_5_3_3_6.occ,603848
SYCTOM_r_0_7_3_1_5_3_3_7.occ,472648
SYCTOM_r_0_7_3_1_5_3_3.occ,1141908
SYCTOM_r_0_7_3_1_5_3_4.occ,753528
SYCTOM_r_0_7_3_1_5_3_5.occ,239788
SYCTOM_r_0_7_3_1_5_3_6.occ,1671368
SYCTOM_r_0_7_3_1_5_3.occ,1562028
SYCTOM_r_0_7_3_1_5_4.occ,210108
SYCTOM_r_0_7_3_1_5_5.occ,1845448
SYCTOM_r_0_7_3_1_5_6.occ,2563708
SYCTOM_r_0_7_3_1_5_7_0.occ,817288
SYCTOM_r_0_7_3_1_5_7_1.occ,868
SYCTOM_r_0_7_3_1_5_7_2.occ,1240048
SYCTOM_r_0_7_3_1_5_7_4.occ,549868
SYCTOM_r_0_7_3_1_5_7_5.occ,4428
SYCTOM_r_0_7_3_1_5_7_6.occ,752208
SYCTOM_r_0_7_3_1_5_7.occ,463788
SYCTOM_r_0_7_3_1_5.occ,1607808
SYCTOM_r_0_7_3_1_6.occ,244568
SYCTOM_r_0_7_3_1_7_0_1.occ,577028
SYCTOM_r_0_7_3_1_7_0_3.occ,2435268
SYCTOM_r_0_7_3_1_7_0_5.occ,1363008
SYCTOM_r_0_7_3_1_7_0_6.occ,70908
SYCTOM_r_0_7_3_1_7_0_7.occ,2212008
SYCTOM_r_0_7_3_1_7_0.occ,846628
SYCTOM_r_0_7_3_1_7_1_0_4.occ,713108
SYCTOM_r_0_7_3_1_7_1_0_5.occ,1170368
SYCTOM_r_0_7_3_1_7_1_0_6.occ,1268608
SYCTOM_r_0_7_3_1_7_1_0_7.occ,1760088
SYCTOM_r_0_7_3_1_7_1_0.occ,1549988
SYCTOM_r_0_7_3_1_7_1_1_4.occ,1161668
SYCTOM_r_0_7_3_1_7_1_1_5.occ,704568
SYCTOM_r_0_7_3_1_7_1_1_6.occ,1709068
SYCTOM_r_0_7_3_1_7_1_1_7.occ,598488
SYCTOM_r_0_7_3_1_7_1_1.occ,1279088
SYCTOM_r_0_7_3_1_7_1_2_4.occ,1664088
SYCTOM_r_0_7_3_1_7_1_2_5.occ,1991708
SYCTOM_r_0_7_3_1_7_1_2_6.occ,1880228
SYCTOM_r_0_7_3_1_7_1_2_7.occ,1007528
SYCTOM_r_0_7_3_1_7_1_2.occ,1417048
SYCTOM_r_0_7_3_1_7_1_3.occ,2327288
SYCTOM_r_0_7_3_1_7_1_4.occ,1054288
SYCTOM_r_0_7_3_1_7_1_5.occ,277508
SYCTOM_r_0_7_3_1_7_1_6.occ,35928
SYCTOM_r_0_7_3_1_7_1_7.occ,1397828
SYCTOM_r_0_7_3_1_7_1.occ,1766988
SYCTOM_r_0_7_3_1_7_2_0.occ,65208
SYCTOM_r_0_7_3_1_7_2_1_4.occ,220148
SYCTOM_r_0_7_3_1_7_2_1_5.occ,744548
SYCTOM_r_0_7_3_1_7_2_1_6.occ,297548
SYCTOM_r_0_7_3_1_7_2_1_7.occ,649248
SYCTOM_r_0_7_3_1_7_2_1.occ,1197368
SYCTOM_r_0_7_3_1_7_2_2.occ,584428
SYCTOM_r_0_7_3_1_7_2_3.occ,2129568
SYCTOM_r_0_7_3_1_7_2_4.occ,631268
SYCTOM_r_0_7_3_1_7_2_5.occ,886408
SYCTOM_r_0_7_3_1_7_2_6.occ,693608
SYCTOM_r_0_7_3_1_7_2_7.occ,208288
SYCTOM_r_0_7_3_1_7_2.occ,1590468
SYCTOM_r_0_7_3_1_7_3_0_4.occ,1785848
SYCTOM_r_0_7_3_1_7_3_0_5.occ,1490808
SYCTOM_r_0_7_3_1_7_3_0_6.occ,1456808
SYCTOM_r_0_7_3_1_7_3_0_7.occ,2049348
SYCTOM_r_0_7_3_1_7_3_0.occ,1544008
SYCTOM_r_0_7_3_1_7_3_1_4.occ,547888
SYCTOM_r_0_7_3_1_7_3_1_6.occ,1604828
SYCTOM_r_0_7_3_1_7_3_1_7.occ,733768
SYCTOM_r_0_7_3_1_7_3_1.occ,641688
SYCTOM_r_0_7_3_1_7_3_2_4.occ,982528
SYCTOM_r_0_7_3_1_7_3_2_5.occ,996568
SYCTOM_r_0_7_3_1_7_3_2_6.occ,607868
SYCTOM_r_0_7_3_1_7_3_2_7.occ,263308
SYCTOM_r_0_7_3_1_7_3_2.occ,1136328
SYCTOM_r_0_7_3_1_7_3_3.occ,1398248
SYCTOM_r_0_7_3_1_7_3_4.occ,425068
SYCTOM_r_0_7_3_1_7_3_5.occ,2413468
SYCTOM_r_0_7_3_1_7_3_6.occ,745568
SYCTOM_r_0_7_3_1_7_3_7.occ,1501948
SYCTOM_r_0_7_3_1_7_3.occ,1616128
SYCTOM_r_0_7_3_1_7_4_1.occ,1420748
SYCTOM_r_0_7_3_1_7_4_2.occ,117588
SYCTOM_r_0_7_3_1_7_4_3.occ,1418888
SYCTOM_r_0_7_3_1_7_4_5.occ,1401108
SYCTOM_r_0_7_3_1_7_4_6.occ,128708
SYCTOM_r_0_7_3_1_7_4_7.occ,1315348
SYCTOM_r_0_7_3_1_7_4.occ,579568
SYCTOM_r_0_7_3_1_7_5_0.occ,208408
SYCTOM_r_0_7_3_1_7_5_1.occ,75308
SYCTOM_r_0_7_3_1_7_5_2.occ,33268
SYCTOM_r_0_7_3_1_7_5_3.occ,2026688
SYCTOM_r_0_7_3_1_7_5_4.occ,228628
SYCTOM_r_0_7_3_1_7_5_6.occ,23428
SYCTOM_r_0_7_3_1_7_5_7.occ,882068
SYCTOM_r_0_7_3_1_7_5.occ,275488
SYCTOM_r_0_7_3_1_7_6_0.occ,590048
SYCTOM_r_0_7_3_1_7_6_1.occ,437468
SYCTOM_r_0_7_3_1_7_6_2.occ,698528
SYCTOM_r_0_7_3_1_7_6_3.occ,12288
SYCTOM_r_0_7_3_1_7_6_4.occ,683208
SYCTOM_r_0_7_3_1_7_6_5.occ,377688
SYCTOM_r_0_7_3_1_7_6_6.occ,723508
SYCTOM_r_0_7_3_1_7_6_7.occ,19688
SYCTOM_r_0_7_3_1_7_6.occ,627028
SYCTOM_r_0_7_3_1_7_7_0.occ,270828
SYCTOM_r_0_7_3_1_7_7_1.occ,2049608
SYCTOM_r_0_7_3_1_7_7_2.occ,1000328
SYCTOM_r_0_7_3_1_7_7_3.occ,2426108
SYCTOM_r_0_7_3_1_7_7_5.occ,146148
SYCTOM_r_0_7_3_1_7_7_6.occ,232848
SYCTOM_r_0_7_3_1_7_7_7.occ,2093808
SYCTOM_r_0_7_3_1_7_7.occ,1100648
SYCTOM_r_0_7_3_1_7.occ,2727028
SYCTOM_r_0_7_3_1.occ,1399448
SYCTOM_r_0_7_3_2_0.occ,47888
SYCTOM_r_0_7_3_2_1.occ,293668
SYCTOM_r_0_7_3_2_2.occ,519008
SYCTOM_r_0_7_3_2_3.occ,981028
SYCTOM_r_0_7_3_2_4.occ,380388
SYCTOM_r_0_7_3_2_5.occ,1333588
SYCTOM_r_0_7_3_2_6.occ,2506228
SYCTOM_r_0_7_3_2_7.occ,273648
SYCTOM_r_0_7_3_2.occ,846788
SYCTOM_r_0_7_3_3_0.occ,24268
SYCTOM_r_0_7_3_3_1.occ,48
SYCTOM_r_0_7_3_3_2_4.occ,374848
SYCTOM_r_0_7_3_3_2_5.occ,688828
SYCTOM_r_0_7_3_3_2_6.occ,1443548
SYCTOM_r_0_7_3_3_2_7_4.occ,1036048
SYCTOM_r_0_7_3_3_2_7_5.occ,389888
SYCTOM_r_0_7_3_3_2_7_6.occ,1390708
SYCTOM_r_0_7_3_3_2_7_7.occ,633028
SYCTOM_r_0_7_3_3_2_7.occ,962408
SYCTOM_r_0_7_3_3_2.occ,810928
SYCTOM_r_0_7_3_3_3.occ,1488
SYCTOM_r_0_7_3_3_4_0.occ,3308
SYCTOM_r_0_7_3_3_4_1.occ,2429508
SYCTOM_r_0_7_3_3_4_2.occ,61348
SYCTOM_r_0_7_3_3_4_3_0.occ,239108
SYCTOM_r_0_7_3_3_4_3_1.occ,2382148
SYCTOM_r_0_7_3_3_4_3_2.occ,500808
SYCTOM_r_0_7_3_3_4_3_3_0.occ,441508
SYCTOM_r_0_7_3_3_4_3_3_1.occ,1153608
SYCTOM_r_0_7_3_3_4_3_3_2.occ,550588
SYCTOM_r_0_7_3_3_4_3_3_3.occ,1530088
SYCTOM_r_0_7_3_3_4_3_3_5.occ,33908
SYCTOM_r_0_7_3_3_4_3_3_6.occ,214608
SYCTOM_r_0_7_3_3_4_3_3.occ,1501928
SYCTOM_r_0_7_3_3_4_3_4.occ,339628
SYCTOM_r_0_7_3_3_4_3_5.occ,1786228
SYCTOM_r_0_7_3_3_4_3_6.occ,857068
SYCTOM_r_0_7_3_3_4_3_7.occ,1183588
SYCTOM_r_0_7_3_3_4_3.occ,1656368
SYCTOM_r_0_7_3_3_4_4.occ,11248
SYCTOM_r_0_7_3_3_4_5_0.occ,208
SYCTOM_r_0_7_3_3_4_5_1.occ,350348
SYCTOM_r_0_7_3_3_4_5_2.occ,24528
SYCTOM_r_0_7_3_3_4_5_3.occ,1189588
SYCTOM_r_0_7_3_3_4_5_5.occ,350368
SYCTOM_r_0_7_3_3_4_5_6.occ,21468
SYCTOM_r_0_7_3_3_4_5_7.occ,1235248
SYCTOM_r_0_7_3_3_4_5.occ,511028
SYCTOM_r_0_7_3_3_4_6.occ,169008
SYCTOM_r_0_7_3_3_4_7_0.occ,256668
SYCTOM_r_0_7_3_3_4_7_1.occ,1073788
SYCTOM_r_0_7_3_3_4_7_2.occ,1366388
SYCTOM_r_0_7_3_3_4_7_3.occ,200528
SYCTOM_r_0_7_3_3_4_7_4.occ,310668
SYCTOM_r_0_7_3_3_4_7_5.occ,1103868
SYCTOM_r_0_7_3_3_4_7_6.occ,1299908
SYCTOM_r_0_7_3_3_4_7_7.occ,237288
SYCTOM_r_0_7_3_3_4_7.occ,970208
SYCTOM_r_0_7_3_3_4.occ,1373648
SYCTOM_r_0_7_3_3_5_0_0.occ,1135168
SYCTOM_r_0_7_3_3_5_0_1.occ,1611188
SYCTOM_r_0_7_3_3_5_0_2.occ,2270888
SYCTOM_r_0_7_3_3_5_0_3.occ,1789448
SYCTOM_r_0_7_3_3_5_0_4.occ,693128
SYCTOM_r_0_7_3_3_5_0_5.occ,56428
SYCTOM_r_0_7_3_3_5_0_6.occ,680968
SYCTOM_r_0_7_3_3_5_0_7.occ,83148
SYCTOM_r_0_7_3_3_5_0.occ,1891048
SYCTOM_r_0_7_3_3_5_1.occ,1848548
SYCTOM_r_0_7_3_3_5_2_0_0.occ,619008
SYCTOM_r_0_7_3_3_5_2_0_1.occ,688288
SYCTOM_r_0_7_3_3_5_2_0_2.occ,1226768
SYCTOM_r_0_7_3_3_5_2_0_3.occ,1360128
SYCTOM_r_0_7_3_3_5_2_0.occ,1474148
SYCTOM_r_0_7_3_3_5_2_1.occ,2290848
SYCTOM_r_0_7_3_3_5_2_2_0.occ,1812528
SYCTOM_r_0_7_3_3_5_2_2_1.occ,1842768
SYCTOM_r_0_7_3_3_5_2_2_2.occ,2196908
SYCTOM_r_0_7_3_3_5_2_2_3.occ,1635628
SYCTOM_r_0_7_3_3_5_2_2_7.occ,118788
SYCTOM_r_0_7_3_3_5_2_2.occ,1592768
SYCTOM_r_0_7_3_3_5_2_3.occ,1733068
SYCTOM_r_0_7_3_3_5_2_5.occ,344168
SYCTOM_r_0_7_3_3_5_2_6.occ,144848
SYCTOM_r_0_7_3_3_5_2_7.occ,1129588
SYCTOM_r_0_7_3_3_5_2.occ,1574668
SYCTOM_r_0_7_3_3_5_3.occ,13808
SYCTOM_r_0_7_3_3_5_4.occ,1743308
SYCTOM_r_0_7_3_3_5_5_0.occ,485008
SYCTOM_r_0_7_3_3_5_5_1.occ,568808
SYCTOM_r_0_7_3_3_5_5_2.occ,187188
SYCTOM_r_0_7_3_3_5_5_3.occ,53008
SYCTOM_r_0_7_3_3_5_5_4.occ,126248
SYCTOM_r_0_7_3_3_5_5_5.occ,1033188
SYCTOM_r_0_7_3_3_5_5_6.occ,69048
SYCTOM_r_0_7_3_3_5_5_7.occ,172048
SYCTOM_r_0_7_3_3_5_5.occ,1149808
SYCTOM_r_0_7_3_3_5_6.occ,1119728
SYCTOM_r_0_7_3_3_5_7.occ,2530788
SYCTOM_r_0_7_3_3_5.occ,2604148
SYCTOM_r_0_7_3_3_6_0.occ,511608
SYCTOM_r_0_7_3_3_6_1_0.occ,1510728
SYCTOM_r_0_7_3_3_6_1_1_0.occ,607068
SYCTOM_r_0_7_3_3_6_1_1_1.occ,1648008
SYCTOM_r_0_7_3_3_6_1_1_2.occ,572768
SYCTOM_r_0_7_3_3_6_1_1_3.occ,1634668
SYCTOM_r_0_7_3_3_6_1_1_4.occ,36768
SYCTOM_r_0_7_3_3_6_1_1_5.occ,8368
SYCTOM_r_0_7_3_3_6_1_1.occ,1525948
SYCTOM_r_0_7_3_3_6_1_2.occ,1034568
SYCTOM_r_0_7_3_3_6_1_3_0.occ,509168
SYCTOM_r_0_7_3_3_6_1_3_1.occ,1317028
SYCTOM_r_0_7_3_3_6_1_3_2.occ,358888
SYCTOM_r_0_7_3_3_6_1_3_3.occ,850228
SYCTOM_r_0_7_3_3_6_1_3.occ,1390668
SYCTOM_r_0_7_3_3_6_1_4.occ,1159428
SYCTOM_r_0_7_3_3_6_1_5.occ,442568
SYCTOM_r_0_7_3_3_6_1_6.occ,918968
SYCTOM_r_0_7_3_3_6_1.occ,1951228
SYCTOM_r_0_7_3_3_6_2.occ,2011828
SYCTOM_r_0_7_3_3_6_3_0.occ,25088
SYCTOM_r_0_7_3_3_6_3_1.occ,1693988
SYCTOM_r_0_7_3_3_6_3_2.occ,8008
SYCTOM_r_0_7_3_3_6_3_3.occ,572968
SYCTOM_r_0_7_3_3_6_3_4.occ,611908
SYCTOM_r_0_7_3_3_6_3_5.occ,548828
SYCTOM_r_0_7_3_3_6_3_6.occ,268
SYCTOM_r_0_7_3_3_6_3_7.occ,739548
SYCTOM_r_0_7_3_3_6_3.occ,723028
SYCTOM_r_0_7_3_3_6_4.occ,930468
SYCTOM_r_0_7_3_3_6_5_0.occ,1323048
SYCTOM_r_0_7_3_3_6_5_1.occ,61788
SYCTOM_r_0_7_3_3_6_5_2.occ,658408
SYCTOM_r_0_7_3_3_6_5_4.occ,999288
SYCTOM_r_0_7_3_3_6_5_5.occ,61208
SYCTOM_r_0_7_3_3_6_5_6.occ,613768
SYCTOM_r_0_7_3_3_6_5.occ,712528
SYCTOM_r_0_7_3_3_6_6_1.occ,470288
SYCTOM_r_0_7_3_3_6_6_2.occ,41388
SYCTOM_r_0_7_3_3_6_6_3.occ,710148
SYCTOM_r_0_7_3_3_6_6_4.occ,648
SYCTOM_r_0_7_3_3_6_6_5.occ,356488
SYCTOM_r_0_7_3_3_6_6_6.occ,40768
SYCTOM_r_0_7_3_3_6_6_7.occ,740688
SYCTOM_r_0_7_3_3_6_6.occ,1004548
SYCTOM_r_0_7_3_3_6_7.occ,989368
SYCTOM_r_0_7_3_3_6.occ,2036468
SYCTOM_r_0_7_3_3_7_0_0_0.occ,1275008
SYCTOM_r_0_7_3_3_7_0_0_1.occ,239888
SYCTOM_r_0_7_3_3_7_0_0_2.occ,1728208
SYCTOM_r_0_7_3_3_7_0_0_3.occ,97748
SYCTOM_r_0_7_3_3_7_0_0_4.occ,3628
SYCTOM_r_0_7_3_3_7_0_0_5.occ,343408
SYCTOM_r_0_7_3_3_7_0_0_6.occ,29168
SYCTOM_r_0_7_3_3_7_0_0_7.occ,197748
SYCTOM_r_0_7_3_3_7_0_0.occ,832588
SYCTOM_r_0_7_3_3_7_0_1.occ,714528
SYCTOM_r_0_7_3_3_7_0_2_0.occ,1476588
SYCTOM_r_0_7_3_3_7_0_2_2.occ,618508
SYCTOM_r_0_7_3_3_7_0_2_3.occ,48
SYCTOM_r_0_7_3_3_7_0_2_4.occ,155868
SYCTOM_r_0_7_3_3_7_0_2_5.occ,408
SYCTOM_r_0_7_3_3_7_0_2_6.occ,52888
SYCTOM_r_0_7_3_3_7_0_2_7.occ,748
SYCTOM_r_0_7_3_3_7_0_2.occ,648388
SYCTOM_r_0_7_3_3_7_0_3.occ,628288
SYCTOM_r_0_7_3_3_7_0_4_0.occ,3748
SYCTOM_r_0_7_3_3_7_0_4_1.occ,735168
SYCTOM_r_0_7_3_3_7_0_4_2.occ,65648
SYCTOM_r_0_7_3_3_7_0_4_3.occ,819308
SYCTOM_r_0_7_3_3_7_0_4_4.occ,5488
SYCTOM_r_0_7_3_3_7_0_4_5.occ,756228
SYCTOM_r_0_7_3_3_7_0_4_6.occ,76068
SYCTOM_r_0_7_3_3_7_0_4_7.occ,1874448
SYCTOM_r_0_7_3_3_7_0_4.occ,911708
SYCTOM_r_0_7_3_3_7_0_5.occ,1269428
SYCTOM_r_0_7_3_3_7_0_6.occ,1551348
SYCTOM_r_0_7_3_3_7_0_7_0.occ,229728
SYCTOM_r_0_7_3_3_7_0_7_1.occ,190308
SYCTOM_r_0_7_3_3_7_0_7_2.occ,145428
SYCTOM_r_0_7_3_3_7_0_7_4.occ,87248
SYCTOM_r_0_7_3_3_7_0_7_5.occ,698088
SYCTOM_r_0_7_3_3_7_0_7_6.occ,435768
SYCTOM_r_0_7_3_3_7_0_7_7.occ,304648
SYCTOM_r_0_7_3_3_7_0_7.occ,771888
SYCTOM_r_0_7_3_3_7_0.occ,1468268
SYCTOM_r_0_7_3_3_7_1.occ,49708
SYCTOM_r_0_7_3_3_7_2.occ,2325188
SYCTOM_r_0_7_3_3_7_4_0.occ,856208
SYCTOM_r_0_7_3_3_7_4_1.occ,1907508
SYCTOM_r_0_7_3_3_7_4_2_0.occ,216568
SYCTOM_r_0_7_3_3_7_4_2_1.occ,313568
SYCTOM_r_0_7_3_3_7_4_2_2.occ,212228
SYCTOM_r_0_7_3_3_7_4_2_3.occ,254288
SYCTOM_r_0_7_3_3_7_4_2_4.occ,271348
SYCTOM_r_0_7_3_3_7_4_2_5.occ,571288
SYCTOM_r_0_7_3_3_7_4_2_6.occ,118328
SYCTOM_r_0_7_3_3_7_4_2_7.occ,72468
SYCTOM_r_0_7_3_3_7_4_2.occ,663708
SYCTOM_r_0_7_3_3_7_4_3.occ,2088888
SYCTOM_r_0_7_3_3_7_4_4.occ,1468
SYCTOM_r_0_7_3_3_7_4_5.occ,818888
SYCTOM_r_0_7_3_3_7_4_7.occ,2171988
SYCTOM_r_0_7_3_3_7_4.occ,2481868
SYCTOM_r_0_7_3_3_7_5_0.occ,1152308
SYCTOM_r_0_7_3_3_7_5_2.occ,82628
SYCTOM_r_0_7_3_3_7_5_4.occ,934248
SYCTOM_r_0_7_3_3_7_5_5.occ,4548
SYCTOM_r_0_7_3_3_7_5_6.occ,5228
SYCTOM_r_0_7_3_3_7_5.occ,868508
SYCTOM_r_0_7_3_3_7_6_0.occ,547508
SYCTOM_r_0_7_3_3_7_6_1.occ,1235048
SYCTOM_r_0_7_3_3_7_6_2.occ,172028
SYCTOM_r_0_7_3_3_7_6_3.occ,138388
SYCTOM_r_0_7_3_3_7_6_4.occ,168
SYCTOM_r_0_7_3_3_7_6_5.occ,1248588
SYCTOM_r_0_7_3_3_7_6_6.occ,521668
SYCTOM_r_0_7_3_3_7_6_7.occ,198648
SYCTOM_r_0_7_3_3_7_6.occ,2503188
SYCTOM_r_0_7_3_3_7_7.occ,168
SYCTOM_r_0_7_3_3_7.occ,3128308
SYCTOM_r_0_7_3_3.occ,3151468
SYCTOM_r_0_7_3_4_0.occ,69448
SYCTOM_r_0_7_3_4_1.occ,294468
SYCTOM_r_0_7_3_4_2.occ,256788
SYCTOM_r_0_7_3_4_3.occ,226828
SYCTOM_r_0_7_3_4_4.occ,127688
SYCTOM_r_0_7_3_4_5.occ,120628
SYCTOM_r_0_7_3_4_6.occ,460768
SYCTOM_r_0_7_3_4_7.occ,2908
SYCTOM_r_0_7_3_4.occ,1135948
SYCTOM_r_0_7_3_5_0.occ,80148
SYCTOM_r_0_7_3_5_1_0.occ,849148
SYCTOM_r_0_7_3_5_1_1.occ,982808
SYCTOM_r_0_7_3_5_1_2_1.occ,280088
SYCTOM_r_0_7_3_5_1_2_3.occ,1146368
SYCTOM_r_0_7_3_5_1_2_5.occ,254828
SYCTOM_r_0_7_3_5_1_2_7.occ,1125888
SYCTOM_r_0_7_3_5_1_2.occ,417188
SYCTOM_r_0_7_3_5_1_3.occ,2164308
SYCTOM_r_0_7_3_5_1_4.occ,854008
SYCTOM_r_0_7_3_5_1_5.occ,1018428
SYCTOM_r_0_7_3_5_1_6.occ,868808
SYCTOM_r_0_7_3_5_1_7_0.occ,1510308
SYCTOM_r_0_7_3_5_1_7_2.occ,2270808
SYCTOM_r_0_7_3_5_1_7_4.occ,919868
SYCTOM_r_0_7_3_5_1_7_6.occ,1486328
SYCTOM_r_0_7_3_5_1_7.occ,1122468
SYCTOM_r_0_7_3_5_1.occ,1036268
SYCTOM_r_0_7_3_5_2.occ,305568
SYCTOM_r_0_7_3_5_3_0_1.occ,1582128
SYCTOM_r_0_7_3_5_3_0_2.occ,163108
SYCTOM_r_0_7_3_5_3_0_3.occ,1226648
SYCTOM_r_0_7_3_5_3_0_5.occ,1653748
SYCTOM_r_0_7_3_5_3_0_6.occ,150428
SYCTOM_r_0_7_3_5_3_0_7.occ,1596748
SYCTOM_r_0_7_3_5_3_0.occ,755528
SYCTOM_r_0_7_3_5_3_1.occ,322268
SYCTOM_r_0_7_3_5_3_2_0.occ,895688
SYCTOM_r_0_7_3_5_3_2_1.occ,120808
SYCTOM_r_0_7_3_5_3_2_2.occ,806488
SYCTOM_r_0_7_3_5_3_2_4.occ,1066468
SYCTOM_r_0_7_3_5_3_2_5.occ,155068
SYCTOM_r_0_7_3_5_3_2_6.occ,892708
SYCTOM_r_0_7_3_5_3_2.occ,953828
SYCTOM_r_0_7_3_5_3_3_3.occ,1576268
SYCTOM_r_0_7_3_5_3_3_7.occ,471588
SYCTOM_r_0_7_3_5_3_3.occ,682748
SYCTOM_r_0_7_3_5_3_4_1.occ,1943368
SYCTOM_r_0_7_3_5_3_4_2.occ,58868
SYCTOM_r_0_7_3_5_3_4_3_0.occ,325468
SYCTOM_r_0_7_3_5_3_4_3_1.occ,465248
SYCTOM_r_0_7_3_5_3_4_3_2.occ,258348
SYCTOM_r_0_7_3_5_3_4_3_3.occ,297148
